entity,age-months
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayer.pdb,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/css/bootstrap.css.map,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ApplicationLayer.Tests.dll,0
src/TMS.ServiceLayer.Tests/TMS.ServiceLayer.Tests.xproj.user,0
src/TMS.Database/Commands/Activities/SavePersistableActivityCommand.cs,0
src/TMS.LayerInterface/IModuleRegistrar.cs,0
src/TMS.Database.Tests/project.json,0
src/TMS.Web/Migrations/MainContextModelSnapshot.cs,0
src/TMS.ServiceLayer/project.json,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ViewModelLayer.dll,0
src/TMS.RepositoryLayerInterface/IParameterCreator.cs,0
src/TMS.RepositoryLayerInterface/IParameterBuilder.cs,0
src/TMS.RepositoryLayer/Repositories/QueryableEntityRepository.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/IDeleteParentTagFromTagCommand.cs,0
src/TMS.ApplicationLayer/Exceptions/ModelObjectNotFoundException.cs,0
src/TMS.ServiceLayer/bin/Debug/netstandard1.6/TMS.ServiceLayer.dll,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/js/npm.js,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/IActivitiesCommandFactory.cs,0
src/TMS.RepositoryLayer/Repositories/ComposedRepository.cs,0
src/TMS.ViewModelLayer/Models/Activities/ActivityViewModel.cs,0
src/TMS.ViewModelLayer/Models/Tags/TagViewModel.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Database.Tests.pdb,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Web.pdb,0
src/TMS.Web/wwwroot/lib/jquery/.bower.json,0
src/TMS.Database/Factories/SaveCommandFactory.cs,0
src/TMS.ApplicationLayer.Tests/Tags/TagForActivityCreatorTests.cs,0
src/TMS.ModelLayer/Tags/Decorators/OwnedTag.cs,0
src/TMS.Database/Entities/Tags/TagActivityEntity.cs,0
src/Utilities/Utility.StructureMap/Utility.StructureMap.xproj,0
src/TMS.Layer/Conversion/IDecoratorConverter.cs,0
src/TMS.Web.Tests/obj/Debug/netcoreapp1.0/.IncrementalCache,0
src/TMS.ApplicationLayer/Tags/TagForActivityCreator.cs,0
src/TMS.Web/wwwroot/fonts/glyphicons-halflings-regular.woff,0
src/TMS.ApplicationLayer.Tests/Activities/EditActivityPageModelInitialiserTests.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/ISaveActivityCommand.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/js/bootstrap.min.js,0
src/TMS.LayerInterface/project.lock.json,0
src/TMS.ModelLayer/Areas/Factories/AreaKeyFactory.cs,0
TMS.Web.sln,0
src/TMS.RepositoryLayerInterface/CommandObjects/People/IPersonCommandFactory.cs,0
src/TMS.ViewModelLayer/Models/Forms/FormGroupInput.cs,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/fonts/glyphicons-halflings-regular.woff2,0
src/TMS.LayerInterface/TMS.LayerInterface.xproj.user,0
src/TMS.ModelLayer/FactoryRegistrarExtensions.cs,0
src/TMS.Web/wwwroot/js/site.min.js.map,0
src/TMS.ApplicationLayer/project.lock.json,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.dll,0
src/TMS.Web/Controllers/TagController.cs,0
src/TMS.Web/wwwroot/lib/jquery-validation/dist/jquery.validate.js,0
src/TMS.Database/Commands/Tags/ListPersistableTagsCommand.cs,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/ISaveTagCommand.cs,0
src/TMS.ModelLayer/project.lock.json,0
src/TMS.LayerInterface/project.json,0
src/TMS.Web.Tests/Integration/TestFixture.cs,0
src/TMS.Database/Commands/Activities/ListActivitiesCommand.cs,0
src/TMS.Web/Components/Tags/TagList.cs,0
src/TMS.ServiceLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ServiceLayer.dll,0
src/TMS.Database/Factories/Activities/GetActivityCommand.cs,0
src/TMS.ServiceLayer/obj/Debug/netstandard1.6/dotnet-compile.rsp,0
src/Utilities/Utility.StructureMap/Properties/AssemblyInfo.cs,0
src/TMS.ApplicationLayer.Tests/obj/Debug/netcoreapp1.0/.SDKVersion,0
src/TMS.RepositoryLayerInterface/CommandObjects/Tags/ISaveTagsOnTagCommand.cs,0
src/TMS.Web.Tests/obj/Debug/netcoreapp1.0/.SDKVersion,0
src/TMS.ApplicationLayer.Tests/Properties/AssemblyInfo.cs,0
src/TMS.ModelLayerInterface/obj/Debug/netstandard1.6/dotnet-compile-csc.rsp,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.ModelLayerInterface.pdb,0
src/TMS.RepositoryLayerInterface/CommandObjects/UserGroups/IGetUserGroupCommand.cs,0
src/TMS.Web/app/main.min.js,0
src/TMS.ApplicationLayer.Tests/bin/Debug/netcoreapp1.0/TMS.ViewModelLayer.pdb,0
src/TMS.Web.Tests/bin/Debug/netcoreapp1.0/TMS.LayerInterface.dll,0
src/TMS.ApplicationLayer/project.json,0
src/TMS.ServiceLayer/obj/Debug/netstandard1.6/.IncrementalCache,0
src/TMS.Web.Tests/obj/Debug/netcoreapp1.0/dotnet-compile-csc.rsp,0
src/TMS.Database.Tests/Properties/AssemblyInfo.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Layer.dll,0
src/TMS.Web/wwwroot/built/bundle.css,0
src/TMS.RepositoryLayerInterface/TMS.RepositoryLayerInterface.xproj,0
src/TMS.ModelLayerInterface/Tags/Data/TagData.cs,0
src/TMS.Web/wwwroot/built/main.bundle.js,0
src/TMS.ModelLayer/Activities/Factories/ActivityKeyFactory.cs,0
src/TMS.Web/app/main.js,0
src/TMS.ViewModelLayer/project.lock.json,0
src/TMS.Database/Exceptions/DbContextMustBeProvidedException.cs,0
src/TMS.ModelLayer/Activities/Activity.cs,0
src/TMS.Database.Tests/bin/Debug/netcoreapp1.0/TMS.Layer.pdb,0
src/TMS.ServiceLayer/bin/Debug/netstandard1.6/TMS.ServiceLayer.deps.json,0
src/TMS.Layer/obj/Debug/netstandard1.6/.IncrementalCache,0
src/TMS.RepositoryLayerInterface/CommandObjects/Activities/Tags/IAddTagToActivityCommand.cs,0
src/TMS.Web/Views/Account/Login.cshtml,0
src/TMS.Web/wwwroot/lib/bootstrap/dist/js/bootstrap.js,0
src/TMS.ServiceLayer/obj/Debug/netstandard1.6/.SDKVersion,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/IListAreasCommand.cs,0
src/TMS.ServiceLayer.Tests/obj/Debug/netcoreapp1.0/dotnet-compile-csc.rsp,0
src/TMS.RepositoryLayerInterface/CommandObjects/Areas/Factories/IDeleteAreaCommandFactory.cs,0
